name,position,team,projection
Kayshon Boutte,WR,NE,37.9
AJ Dillon,RB,PHI,25.5
Arian Smith,WR,NYJ,37.1
Kalif Raymond,WR,DET,37
Tahj Brooks,RB,CIN,24.5
Michael Carter,RB,ARI,24.2
Craig Reynolds,RB,DET,23
Tyler Conklin,TE,LAC,67.4
Dawson Knox,TE,BUF,66.9
KeAndre Lambert-Smith,WR,LAC,34.6
Robert Woods,WR,PIT,34.5
Christopher Brooks,RB,GB,22.2
Johnny Wilson,WR,PHI,34.3
Ollie Gordon,RB,MIA,21.9
Foster Moreau,TE,NO,65.8
Jordan Watkins,WR,SF,33.2
Jacory Croskey-Merritt,RB,WAS,20.9
Michael Mayer,TE,LV,65.1
Clyde Edwards-Helaire,RB,NO,19.6
Kenny McIntosh,RB,SEA,18.9
Cole Kmet,TE,CHI,63.3
Harold Fannin,TE,CLE,63.1
Tyler Badie,RB,DEN,18
Anthony Richardson,QB,IND,200.4
JuJu Smith-Schuster,WR,KC,29.7
Hassan Haskins,RB,LAC,16.7
Ty Chandler,RB,MIN,16.5
LeQuint Allen,RB,JAC,16.3
Tyler Goodson,RB,IND,16.2
Trent Sherfield,WR,DEN,28.2
Terrance Ferguson,TE,LA,59.6
Jake Bobo,WR,SEA,27.3
Spencer Shrader,K,IND,70.2
Tyler Shough,QB,NO,197.3
Jase McClellan,RB,ATL,14.5
Derius Davis,WR,LAC,26.5
C.J. Ham,RB,MIN,13.9
Rasheen Ali,RB,BAL,13.7
Pierre Strong,RB,CLE,13.4
Patrick Taylor,RB,SF,13.4
Lil'Jordan Humphrey,WR,NYG,24.9
Dare Ogunbowale,RB,HOU,11.7
Matthew Wright,K,CAR,67
KhaDarel Hodge,WR,ATL,23.4
Sione Vaki,RB,DET,10.7
Sterling Shepard,WR,TB,22.6
Chris Rodriguez,RB,WAS,10.3
Tommy Tremble,TE,CAR,54.8
Bub Means,WR,NO,22.5
Cordarrelle Patterson,RB,PIT,9.9
Velus Jones,RB,NO,9.7
Damien Martinez,RB,SEA,9.7
Jermaine Burton,WR,CIN,21.8
Travis Homer,RB,CHI,9.4
Patrick Ricard,RB,BAL,9.1
Jonathan Mingo,WR,DAL,21.3
Zamir White,RB,LV,9
Malachi Corley,WR,NYJ,20.1
Ben Skowronek,WR,PIT,20.1
Carlos Washington Jr.,RB,ATL,7.6
Tre Stewart,RB,MIN,7.4
Blake Watson,RB,DEN,7.3
Josh Oliver,TE,MIN,51.8
Rondale Moore,WR,MIN,19.5
Christian Watson,WR,GB,19.4
Ronnie Rivers,RB,LA,7
Julius Chestnut,RB,TEN,7
Gunnar Helm,TE,TEN,51.5
Maddux Trujillo,K,IND,62.3
Jacob Cowing,WR,SF,17.7
Carson Steele,RB,KC,5.4
Raheem Blackshear,RB,CAR,5
Konata Mumpfield,WR,LA,16.7
Jamari Thrash,WR,CLE,16.7
DeeJay Dallas,RB,ARI,4
Ryan Fitzgerald,K,CAR,59.4
Israel Abanikanda,RB,SF,3.4
Cody Schrader,RB,LA,3.1
DJ Williams,RB,TB,3.1
Tez Johnson,WR,TB,14.8
Anders Carlson,K,NYJ,57.3
Avery Williams,RB,PHI,1.7
Kene Nwangwu,RB,NYJ,1.5
Ashton Dulin,WR,IND,13.6
Justin Watson,WR,HOU,12.8
Devontez Walker,WR,BAL,12.3
Darrynton Evans,RB,BUF,0
Troy Hairston,RB,CLE,0
Salvon Ahmed,RB,IND,0
Terrell Jennings,RB,NE,0
Jordan Mims,RB,NO,0
Xazavian Valladay,RB,NO,0
Evan Hull,RB,PIT,0
Jonathan Ward,RB,PIT,0
Lew Nichols,RB,PHI,0
Jonathon Brooks,RB,CAR,0
Malik Davis,RB,DAL,0
Deuce Vaughn,RB,DAL,0
Keilan Robinson,RB,JAC,0
Jawhar Jordan,RB,HOU,0
British Brooks,RB,HOU,0
Keaontay Ingram,RB,KC,0
Eric Gray,RB,NYG,0
Jabari Small,RB,TEN,0
Kimani Vidal,RB,LAC,0
Dante Miller,RB,NYG,0
Dylan Laube,RB,LV,0
Jaret Patterson,RB,LAC,0
Aaron Shampklin,RB,PIT,0
George Holani,RB,SEA,0
Zach Evans,RB,NYJ,0
Drew Sample,TE,CIN,44.4
AJ Barner,TE,SEA,44.3
Tylan Wallace,WR,BAL,12
Scotty Miller,WR,PIT,11.8
Darnell Washington,TE,PIT,43.7
Caden Davis,K,NYJ,53.8
David Moore,WR,CAR,10.5
DeAndre Carter,WR,CLE,9.4
Simi Fehoko,WR,ARI,9.3
Devin Duvernay,WR,CHI,8.6
John Metchie,WR,HOU,7.5
Luke Schoonmaker,TE,DAL,39.7
Ryan Flournoy,WR,DAL,7.2
Charlie Jones,WR,CIN,7.1
Elijah Higgins,TE,ARI,39.2
Laviska Shenault,WR,BUF,6.9
Jalen Brooks,WR,DAL,6.4
Parris Campbell,WR,DAL,6.4
Treylon Burks,WR,TEN,6.2
Bo Melton,WR,GB,6
Brock Wright,TE,DET,38.2
Kaden Prather,WR,BUF,5.9
Austin Trammell,WR,JAC,5.9
Ricky White,WR,SEA,5.8
Dominic Lovett,WR,DET,5.8
D'Wayne Eskridge,WR,MIA,5.8
Tommy Mellott,WR,LV,5.7
Xavier Weaver,WR,ARI,5.6
Jimmy Horn,WR,CAR,5.5
Trey Palmer,WR,TB,5.5
LaJohntay Wester,WR,BAL,5.5
Ainias Smith,WR,PHI,5.2
Xavier Hutchinson,WR,HOU,4.8
Tim Jones,WR,MIN,4.7
Isaiah Williams,WR,CIN,4.2
Luke Musgrave,TE,GB,36.2
Casey Washington,WR,ATL,3.2
Kendrick Bourne,WR,NE,3.2
Malik Heath,WR,GB,3.2
Grant Calcaterra,TE,PHI,35.4
Brandon Johnson,WR,PIT,3.1
Erik Ezukanma,WR,MIA,3.1
Skyy Moore,WR,KC,3
K.J. Osborn,WR,WAS,3
Joshua Cephus,WR,JAC,2.9
Ihmir Smith-Marsette,WR,NYG,2.9
Kevin Austin,WR,NO,2.9
Junior Bergen,WR,SF,2.8
Hunter Renfrow,WR,CAR,2.8
Ja'Lynn Polk,WR,NE,2.8
Terrace Marshall,WR,PHI,2.7
Mason Tipton,WR,NO,2.6
Nikko Remigio,WR,KC,2.4
Tyler Johnson,WR,NYJ,2.4
Mecole Hardman,WR,GB,2.3
Jeremy Ruckert,TE,NYJ,34.4
Jalen Reagor,WR,LAC,1.8
Chris Moore,WR,WAS,1.8
Justyn Ross,WR,KC,1.7
Tahj Washington,WR,MIA,1.7
Xavier Smith,WR,LA,1.6
Xavier Gipson,WR,NYJ,1.5
Oronde Gadsden,TE,LAC,33.6
Stone Smartt,TE,NYJ,32.8
Brenden Rice,WR,LAC,0.5
John Bates,TE,WAS,32.7
Ryan Miller,WR,TB,0.4
Rakim Jarrett,WR,TB,0.4
K.J. Hamler,WR,BUF,0
Tyler Scott,WR,CHI,0
Samori Toure,WR,CHI,0
Nathaniel Dell,WR,HOU,0
Tyquan Thornton,WR,KC,0
D.J. Montgomery,WR,IND,0
Jha'Quan Jackson,WR,TEN,0
Gunner Olszewski,WR,NYG,0
Bryce Ford-Wheaton,WR,NYG,0
Lance McCutcheon,WR,PIT,0
Zach Pascal,WR,NYG,0
Steven Sims,WR,SEA,0
Dareke Young,WR,SEA,0
Marquez Callaway,WR,TB,0
Russell Gage,WR,SF,0
River Cracraft,WR,SEA,0
Kameron Johnson,WR,TB,0
Irvin Charles,WR,NYJ,0
Colton Dowell,WR,TEN,0
Andre Baccellia,WR,ARI,0
Tom Kennedy,WR,DET,0
A.T. Perry,WR,DEN,0
Ronnie Bell,WR,DET,0
Tejhaun Palmer,WR,ARI,0
Quez Watkins,WR,ARI,0
Collin Johnson,WR,LV,0
David Bell,WR,CLE,0
Anthony Gould,WR,IND,0
Laquon Treadwell,WR,IND,0
Kyle Philips,WR,LV,0
Javon Baker,WR,NE,0
Michael Gallup,WR,WAS,0
Mike Strachan,WR,WAS,0
Julian Hill,TE,MIA,32.2
Josh Whyle,TE,TEN,31.7
Johnny Mundt,TE,JAC,29.7
Brevin Jordan,TE,HOU,26.9
Tanner Hudson,TE,CIN,26.6
Cade Stover,TE,HOU,25.5
Ben Sinnott,TE,WAS,23.5
Charlie Woerner,TE,ATL,23
Tip Reiman,TE,ARI,22.9
Connor Heyward,TE,PIT,22.5
Payne Durham,TE,TB,22
Pharaoh Brown,TE,MIA,21.9
Nate Adkins,TE,DEN,21.4
Colby Parkinson,TE,LA,21.3
Andrew Ogletree,TE,IND,21
Adam Trautman,TE,DEN,19.9
Mo Alie-Cox,TE,IND,19.4
Luke Farrell,TE,SF,18.1
Mitchell Evans,TE,CAR,16.8
Charlie Kolar,TE,BAL,16.1
Blake Whiteheart,TE,CLE,13.5
Jared Wiley,TE,KC,12.4
Durham Smythe,TE,CHI,11.8
Daniel Bellinger,TE,NYG,11.5
Hunter Long,TE,JAC,10.1
Jackson Hawes,TE,BUF,9.7
Brevyn Spann-Ford,TE,DAL,9.7
Devin Culp,TE,TB,9.2
Davis Allen,TE,LA,9
Donald Parham Jr.,TE,PIT,7.2
Kenny Yeboah,TE,DET,7.2
Chris Manhertz,TE,NYG,7.1
Dallin Holker,TE,NO,6.5
Gavin Bartholomew,TE,MIN,5.5
John FitzPatrick,TE,GB,5.3
Ben Sims,TE,GB,5.2
Kylen Granson,TE,PHI,4.7
Shane Zylstra,TE,DET,4.7
Ian Thomas,TE,LV,4.6
Robbie Ouzts,TE,SEA,4.4
Tanner Conner,TE,MIA,3
Tanner McLachlan,TE,CIN,2.9
Brenden Bates,TE,CLE,2.9
Tucker Fisk,TE,LAC,2.9
Colson Yankoff,TE,WAS,2.9
Feleipe Franks,TE,ATL,2.9
Teagan Quitoriano,TE,ATL,2.9
Jaheim Bell,TE,NE,2.8
Lucas Krull,TE,DEN,2.8
Caleb Lohner,TE,DEN,2.8
Zack Kuntz,TE,NYJ,2.7
Greg Dulcich,TE,NYG,2.7
David Martin-Robinson,TE,TEN,2.6
Robert Tonyan,TE,KC,1.6
Jake Briningstool,TE,KC,1.6
Luke Lachey,TE,HOU,1.6
Harrison Bryant,TE,PHI,1.6
Will Mallory,TE,IND,1.6
Justin Shorter,TE,LV,1.6
Jack Westover,TE,NE,1.6
Brayden Willis,TE,SF,1.6
Jake Tonges,TE,SF,1.6
Ko Kieft,TE,TB,1.6
Irv Smith Jr.,TE,HOU,1.5
Jelani Woods,TE,IND,1.5
James Mitchell,TE,CAR,1.5
Thomas Odukoya,TE,TEN,0.3
Eric Saubert,TE,SEA,0.3
Erick All,TE,CIN,0
Taysom Hill,TE,NO,0
Lawrence Cager,TE,WAS,0
Nick Muse,TE,PHI,0
Cameron Latu,TE,PHI,0
Lenny Krieg,K,ATL,4.6
Jonathan Kim,K,CHI,3.7
John Parker Romo,K,NE,0
Greg Zuerlein,K,NYJ,0
Russell Wilson,QB,NYG,123.8
Jaxson Dart,QB,NYG,120.2
Aaron Rodgers,QB,PIT,114.7
Mason Rudolph,QB,PIT,92.4
Daniel Jones,QB,IND,84.8
Joe Flacco,QB,CLE,66
Kenny Pickett,QB,CLE,55.9
Shedeur Sanders,QB,CLE,51.3
Dillon Gabriel,QB,CLE,51.1
Jalen Milroe,QB,SEA,41.3
Jake Browning,QB,CIN,26.9
Marcus Mariota,QB,WAS,26.5
Tyrod Taylor,QB,NYJ,25.4
Will Howard,QB,PIT,25.4
Mitchell Trubisky,QB,BUF,24.2
Taylor Heinicke,QB,LAC,24.1
Malik Willis,QB,GB,24
Joshua Dobbs,QB,NE,23.8
Jarrett Stidham,QB,DEN,23.4
Kyle Trask,QB,TB,23.4
Davis Mills,QB,HOU,23.1
Nick Mullens,QB,JAC,23.1
Joe Milton,QB,DAL,23
Tanner McKee,QB,PHI,22.8
Kirk Cousins,QB,ATL,22.6
Hendon Hooker,QB,DET,22.5
Sam Howell,QB,MIN,22.5
Jimmy Garoppolo,QB,LA,22.3
Gardner Minshew II,QB,KC,22.1
Aidan O'Connell,QB,LV,21.7
Will Levis,QB,TEN,21.2
Mac Jones,QB,SF,20.8
Jacoby Brissett,QB,ARI,20.7
Zach Wilson,QB,MIA,20.5
Andy Dalton,QB,CAR,20.4
Spencer Rattler,QB,NO,19.4
Cooper Rush,QB,BAL,19
Tyson Bagent,QB,CHI,16.1
Jameis Winston,QB,NYG,14.1
Case Keenum,QB,CHI,7.4
Clayton Tune,QB,ARI,0
Easton Stick,QB,ATL,0
Riley Leonard,QB,IND,0
Emory Jones,QB,ATL,0
Trey Lance,QB,LAC,0
Cam Miller,QB,LV,0
Mike White,QB,BUF,0
Bailey Zappe,QB,KC,0
Stetson Bennett,QB,LA,0
Tommy DeVito,QB,NYG,0
Jake Haener,QB,NO,0
Kurtis Rourke,QB,SF,0
Kyle McCord,QB,PHI,0
Skylar Thompson,QB,PIT,0
Quinn Ewers,QB,MIA,0
Kyle Allen,QB,DET,0
Deshaun Watson,QB,CLE,0
Derek Carr,QB,NO,0
Adrian Martinez,QB,NYJ,0
Dorian Thompson-Robinson,QB,PHI,0
Drew Lock,QB,SEA,0
Jaren Hall,QB,SEA,0
Josh Johnson,QB,WAS,0
