name,position,team,projection
Elijah Arroyo,TE,SEA,75.6
Damien Martinez,RB,SEA,52.5
KhaDarel Hodge,WR,ATL,31.5
Elijah Mitchell,RB,KC,51.8
Antonio Gibson,RB,NE,51.8
Hunter Renfrow,WR,CAR,30.9
Jo'quavioius Marks,RB,HOU,51.5
Sean Tucker,RB,TB,51.1
Ben Sinnott,TE,WAS,73
KeAndre Lambert-Smith,WR,LAC,30.1
Jacob Cowing,WR,SF,29
Van Jefferson,WR,TEN,29
Michael Gallup,WR,WAS,29
Ja'Lynn Polk,WR,NE,28.4
Jamari Thrash,WR,CLE,28.1
Devin Singletary,RB,NYG,48.6
Nathaniel Dell,WR,HOU,27.2
Dameon Pierce,RB,HOU,47.7
Kyle Monangai,RB,CHI,47.3
Dare Ogunbowale,RB,HOU,47.3
AJ Dillon,RB,PHI,46.9
Khalil Herbert,RB,IND,46.6
Emanuel Wilson,RB,GB,46.4
Michael Mayer,TE,LV,68.3
Kenneth Gainwell,RB,PIT,45.8
Will Dissly,TE,LAC,67.6
Noah Fant,TE,SEA,67.3
Austin Hooper,TE,NE,66.9
Javon Baker,WR,NE,23.7
Isaiah Davis,RB,NYJ,44.2
John Metchie,WR,HOU,23.4
Bub Means,WR,NO,23.4
Ryan Flournoy,WR,DAL,22.9
Keaton Mitchell,RB,BAL,43.1
Jonathan Mingo,WR,DAL,22.1
Johnny Wilson,WR,PHI,22.1
Tahj Brooks,RB,CIN,42.2
Jonathon Brooks,RB,CAR,41.2
Ricky White,WR,SEA,20.4
Isaiah Williams,WR,CIN,20.4
Samaje Perine,RB,CIN,40.9
Alexander Mattison,RB,MIA,40.7
Brandon Johnson,WR,PIT,20
Trevor Etienne,RB,CAR,40.4
Russell Gage,WR,SF,19.2
Ty Johnson,RB,BUF,39.4
Dawson Knox,TE,BUF,60.9
Taysom Hill,TE,NO,60.9
Ty Chandler,RB,MIN,38.6
Gunnar Helm,TE,TEN,60.5
Luke Musgrave,TE,GB,59.5
Zay Jones,WR,ARI,15.9
David Moore,WR,CAR,15.5
Derius Davis,WR,LAC,15.4
AJ Barner,TE,SEA,58.2
David Bell,WR,CLE,15.2
Bo Melton,WR,GB,15
Sincere McCormick,RB,LV,35
Devontez Walker,WR,BAL,14.2
Emari Demercado,RB,ARI,34.3
Konata Mumpfield,WR,LA,13.6
Trey Palmer,WR,TB,13.1
Jacory Croskey-Merritt,RB,WAS,33.7
Justin Watson,WR,HOU,13
Parris Campbell,WR,DAL,13
Ihmir Smith-Marsette,WR,NYG,12.8
Xavier Smith,WR,LA,12.5
DeAndre Carter,WR,CLE,12.5
Cordarrelle Patterson,RB,PIT,33.1
Terrace Marshall,WR,PHI,12.4
Cedrick Wilson,WR,NO,12.4
Tyquan Thornton,WR,KC,12.3
Jha'Quan Jackson,WR,TEN,12.3
Sterling Shepard,WR,TB,12.3
Tyler Scott,WR,CHI,12.2
Charlie Jones,WR,CIN,12.2
Oronde Gadsden,TE,LAC,54.8
Kyle Philips,WR,LV,11.9
Jalen Brooks,WR,DAL,11.8
Ben Skowronek,WR,PIT,11.6
Devin Duvernay,WR,CHI,11.3
Foster Moreau,TE,NO,54.1
Mecole Hardman,WR,GB,9.7
Tylan Wallace,WR,BAL,9.1
Kalel Mullings,RB,TEN,29.7
Laviska Shenault,WR,BUF,8.8
Scotty Miller,WR,PIT,8.7
Skyy Moore,WR,KC,8.6
Anthony Gould,WR,IND,8.5
K.J. Hamler,WR,BUF,8.3
Ashton Dulin,WR,IND,8.3
Laquon Treadwell,WR,IND,8.3
Jalen Reagor,WR,LAC,8.1
LaJohntay Wester,WR,BAL,8.1
Kaden Prather,WR,BUF,8
D.J. Montgomery,WR,IND,8
Collin Johnson,WR,LV,8
Chris Moore,WR,WAS,8
Joshua Cephus,WR,JAC,7.9
Bryce Ford-Wheaton,WR,NYG,7.9
Dareke Young,WR,SEA,7.9
Trent Sherfield,WR,DEN,7.9
Ainias Smith,WR,PHI,7.9
Malik Heath,WR,GB,7.9
Xavier Hutchinson,WR,HOU,7.9
Tahj Washington,WR,MIA,7.9
Kevin Austin,WR,NO,7.9
Xavier Weaver,WR,ARI,7.7
Nikko Remigio,WR,KC,7.7
Austin Trammell,WR,JAC,7.7
Brenden Rice,WR,LAC,7.7
Tim Jones,WR,MIN,7.7
Ryan Miller,WR,TB,7.7
Junior Bergen,WR,SF,7.7
Gunner Olszewski,WR,NYG,7.7
Steven Sims,WR,SEA,7.7
Kameron Johnson,WR,TB,7.7
Colton Dowell,WR,TEN,7.7
Erik Ezukanma,WR,MIA,7.7
Mason Tipton,WR,NO,7.7
Michael Woods,WR,CLE,7.6
Tommy Mellott,WR,LV,7.6
River Cracraft,WR,SEA,7.5
D'Wayne Eskridge,WR,MIA,7.2
Kyle Juszczyk,RB,SF,27.7
Anthony Richardson,QB,IND,185.8
Tyler Badie,RB,DEN,26.1
Zamir White,RB,LV,25.8
Samori Toure,WR,CHI,4.7
Marquez Callaway,WR,TB,4.7
Irvin Charles,WR,NYJ,4.7
Mike Strachan,WR,WAS,4.7
Rakim Jarrett,WR,TB,4.6
A.T. Perry,WR,DEN,4.6
Lil'Jordan Humphrey,WR,NYG,4.5
Dominic Lovett,WR,DET,4.5
Simi Fehoko,WR,ARI,4.4
Casey Washington,WR,ATL,4.4
Lance McCutcheon,WR,PIT,4.4
Zach Pascal,WR,NYG,4.4
Quez Watkins,WR,ARI,4.4
Carson Steele,RB,KC,23.8
Jeremy McNichols,RB,WAS,23.6
Michael Carter,RB,ARI,22
Christopher Brooks,RB,GB,21.9
Luke Schoonmaker,TE,DAL,44
Phil Mafah,RB,DAL,21.8
Kimani Vidal,RB,LAC,21.5
Justyn Ross,WR,KC,0
Andre Baccellia,WR,ARI,0
Tom Kennedy,WR,DET,0
Ronnie Bell,WR,DET,0
Tejhaun Palmer,WR,ARI,0
Craig Reynolds,RB,DET,19.9
Darnell Washington,TE,PIT,40.7
Elijah Higgins,TE,ARI,40.2
Cade Stover,TE,HOU,39.8
Alec Ingold,RB,MIA,15.7
Patrick Taylor,RB,SF,15.1
Chris Rodriguez,RB,WAS,14.7
Kylen Granson,TE,PHI,36.8
Grant Calcaterra,TE,PHI,36.8
Julius Chestnut,RB,TEN,14.4
Kenny McIntosh,RB,SEA,14.1
Tommy Tremble,TE,CAR,36.1
Jordan Mims,RB,NO,13.8
Sione Vaki,RB,DET,13.5
LeQuint Allen,RB,JAC,13.4
C.J. Ham,RB,MIN,12.8
Tyler Shough,QB,NO,171.3
Colby Parkinson,TE,LA,34.3
Deuce Vaughn,RB,DAL,12.1
Hassan Haskins,RB,LAC,11.7
Mitchell Evans,TE,CAR,33.8
Gavin Bartholomew,TE,MIN,33.5
Clyde Edwards-Helaire,RB,NO,11.3
Payne Durham,TE,TB,33.1
Jase McClellan,RB,ATL,10.9
Jeremy Ruckert,TE,NYJ,32.7
Tyler Goodson,RB,IND,10.4
Drew Sample,TE,CIN,32.5
Dylan Laube,RB,LV,9.8
Tre Stewart,RB,MIN,9.5
Eric Gray,RB,NYG,9.5
Keilan Robinson,RB,JAC,9.4
Aaron Shampklin,RB,PIT,9.4
Patrick Ricard,RB,BAL,9.2
Lucas Krull,TE,DEN,31
Greg Dulcich,TE,NYG,30.3
Pierre Strong,RB,CLE,7.8
Israel Abanikanda,RB,SF,7.8
Velus Jones,RB,NO,7.6
Daniel Bellinger,TE,NYG,29.6
Adam Trautman,TE,DEN,29.6
DeeJay Dallas,RB,ARI,7.3
Brock Wright,TE,DET,29.3
Julian Hill,TE,MIA,29.2
Tanner Hudson,TE,CIN,29.1
Luke Farrell,TE,SF,29.1
Travis Homer,RB,CHI,6.5
Josh Oliver,TE,MIN,28.6
Hunter Long,TE,JAC,28.2
Josh Whyle,TE,TEN,27.9
Evan Hull,RB,PIT,5
Malik Davis,RB,DAL,4.5
Charlie Woerner,TE,ATL,26.6
Rasheen Ali,RB,BAL,4.4
Jawhar Jordan,RB,HOU,4.4
British Brooks,RB,HOU,4.4
Keaontay Ingram,RB,KC,4.4
Jabari Small,RB,TEN,4.4
Ronnie Rivers,RB,LA,4.4
Cody Schrader,RB,LA,4.4
Terrell Jennings,RB,NE,4.3
George Holani,RB,SEA,4.3
DJ Williams,RB,TB,4.3
Zach Evans,RB,NYJ,3.9
Lew Nichols,RB,PHI,3.8
Blake Watson,RB,DEN,3.8
Raheem Blackshear,RB,CAR,3.2
Salvon Ahmed,RB,IND,3.2
Kene Nwangwu,RB,NYJ,3.2
Carlos Washington Jr.,RB,ATL,2.6
Dante Miller,RB,NYG,2.6
Jaret Patterson,RB,LAC,2.6
Mo Alie-Cox,TE,IND,24.6
Darrynton Evans,RB,BUF,0.6
Troy Hairston,RB,CLE,0
Xazavian Valladay,RB,NO,0
Jonathan Ward,RB,PIT,0
Avery Williams,RB,PHI,0
Brevin Jordan,TE,HOU,22
Johnny Mundt,TE,JAC,21.1
Jared Wiley,TE,KC,19.7
Stone Smartt,TE,NYJ,14.6
Davis Allen,TE,LA,14
Connor Heyward,TE,PIT,13.9
Durham Smythe,TE,CHI,13.6
Tip Reiman,TE,ARI,13.4
Jelani Woods,TE,IND,12.7
Feleipe Franks,TE,ATL,12.2
Charlie Kolar,TE,BAL,12
Nate Adkins,TE,DEN,11.8
Harrison Bryant,TE,PHI,11.4
Caleb Lohner,TE,DEN,11.4
John Bates,TE,WAS,11.3
Blake Whiteheart,TE,CLE,11.2
Will Mallory,TE,IND,11.2
Dallin Holker,TE,NO,11.2
Cameron Latu,TE,PHI,11.2
Jaheim Bell,TE,NE,11.2
Brevyn Spann-Ford,TE,DAL,11.2
Andrew Ogletree,TE,IND,8.3
Tanner Conner,TE,MIA,7.8
Irv Smith Jr.,TE,HOU,7.7
Ben Sims,TE,GB,7.6
Pharaoh Brown,TE,MIA,7.4
Tanner McLachlan,TE,CIN,7.3
Erick All,TE,CIN,7.3
Jackson Hawes,TE,BUF,7.3
Justin Shorter,TE,LV,7.3
Colson Yankoff,TE,WAS,7.3
Kenny Yeboah,TE,DET,7.3
Nick Muse,TE,PHI,7.2
Brayden Willis,TE,SF,7.1
Chris Manhertz,TE,NYG,7.1
Jake Tonges,TE,SF,7.1
Robbie Ouzts,TE,SEA,7.1
Ko Kieft,TE,TB,4.2
Zack Kuntz,TE,NYJ,4.1
Ian Thomas,TE,LV,4.1
Lawrence Cager,TE,WAS,4.1
Jack Westover,TE,NE,4.1
Devin Culp,TE,TB,4.1
Thomas Odukoya,TE,TEN,4.1
Eric Saubert,TE,SEA,4.1
Donald Parham Jr.,TE,PIT,4.1
Teagan Quitoriano,TE,ATL,4.1
Shane Zylstra,TE,DET,4.1
Robert Tonyan,TE,KC,0
Jake Briningstool,TE,KC,0
Brenden Bates,TE,CLE,0
Luke Lachey,TE,HOU,0
John FitzPatrick,TE,GB,0
Tucker Fisk,TE,LAC,0
David Martin-Robinson,TE,TEN,0
James Mitchell,TE,CAR,0
Chad Ryland,K,ARI,0
Ryan Fitzgerald,K,CAR,0
Lenny Krieg,K,ATL,0
Maddux Trujillo,K,IND,0
Tyler Loop,K,BAL,0
Andres Borregales,K,NE,0
Brandon McManus,K,GB,0
Matthew Wright,K,CAR,0
Spencer Shrader,K,IND,0
Caden Davis,K,NYJ,0
John Parker Romo,K,NE,0
Jonathan Kim,K,CHI,0
Anders Carlson,K,NYJ,0
Russell Wilson,QB,NYG,120.7
Jaxson Dart,QB,NYG,117.8
Aaron Rodgers,QB,PIT,117.1
Daniel Jones,QB,IND,108.7
Joe Flacco,QB,CLE,106.7
Mason Rudolph,QB,PIT,75.3
Shedeur Sanders,QB,CLE,54.7
Spencer Rattler,QB,NO,51.4
Will Howard,QB,PIT,45.1
Tyrod Taylor,QB,NYJ,40.4
Jalen Milroe,QB,SEA,36.9
Kirk Cousins,QB,ATL,35.7
Kenny Pickett,QB,CLE,34.8
Sam Howell,QB,MIN,31
Dillon Gabriel,QB,CLE,26.4
Zach Wilson,QB,MIA,24
Jacoby Brissett,QB,ARI,21
Andy Dalton,QB,CAR,20.9
Joshua Dobbs,QB,NE,20.1
Marcus Mariota,QB,WAS,20
Joe Milton,QB,DAL,19.6
Aidan O'Connell,QB,LV,19.4
Will Levis,QB,TEN,19.3
Mac Jones,QB,SF,18.9
Nick Mullens,QB,JAC,17.5
Jimmy Garoppolo,QB,LA,17
Jake Browning,QB,CIN,16.2
Cooper Rush,QB,BAL,16.1
Jameis Winston,QB,NYG,15
Malik Willis,QB,GB,14.9
Jarrett Stidham,QB,DEN,14.7
Kyle Trask,QB,TB,14.3
Davis Mills,QB,HOU,13
Taylor Heinicke,QB,LAC,12.4
Tyson Bagent,QB,CHI,12.2
Gardner Minshew II,QB,KC,12.2
Hendon Hooker,QB,DET,11.3
Mitchell Trubisky,QB,BUF,11.2
Deshaun Watson,QB,CLE,8.2
Quinn Ewers,QB,MIA,7.2
Tanner McKee,QB,PHI,7.2
Kyle McCord,QB,PHI,6.3
Jake Haener,QB,NO,6
Drew Lock,QB,SEA,4.5
Trey Lance,QB,LAC,3.6
Dorian Thompson-Robinson,QB,PHI,3.1
Bailey Zappe,QB,KC,1.2
Clayton Tune,QB,ARI,0
Easton Stick,QB,ATL,0
Riley Leonard,QB,IND,0
Emory Jones,QB,ATL,0
Cam Miller,QB,LV,0
Mike White,QB,BUF,0
Stetson Bennett,QB,LA,0
Tommy DeVito,QB,NYG,0
Case Keenum,QB,CHI,0
Kurtis Rourke,QB,SF,0
Skylar Thompson,QB,PIT,0
Kyle Allen,QB,DET,0
Derek Carr,QB,NO,0
Adrian Martinez,QB,NYJ,0
Jaren Hall,QB,SEA,0
Josh Johnson,QB,WAS,0
