name,position,team,projection
Savion Williams,WR,GB,49
Cam Ward,QB,TEN,234.1
Jaylin Lane,WR,WAS,48.6
Michael Woods,WR,CLE,48.1
Geno Smith,QB,LV,233.3
Jordan James,RB,SF,59.8
Isaac TeSlaa,WR,DET,45.1
Jo'quavioius Marks,RB,HOU,57.1
Kendre Miller,RB,NO,57.1
Jalin Hyatt,WR,NYG,44
Tai Felton,WR,MIN,43.9
Antonio Gibson,RB,NE,55.5
Elic Ayomanor,WR,TEN,42.4
Tory Horton,WR,SEA,42.4
Kenneth Gainwell,RB,PIT,55
Sam Darnold,QB,SEA,226.2
Olamide Zaccheaus,WR,CHI,40.3
Zay Jones,WR,ARI,39.6
Cedrick Wilson,WR,NO,39.2
Roschon Johnson,RB,CHI,52
Elijah Mitchell,RB,KC,51.1
Keaton Mitchell,RB,BAL,51
Kayshon Boutte,WR,NE,38
Devin Singletary,RB,NYG,50.5
Ja'Tavion Sanders,TE,CAR,84.2
Kalif Raymond,WR,DET,37.2
Blake Corum,RB,LA,50
KeAndre Lambert-Smith,WR,LAC,35.6
Kyle Juszczyk,RB,SF,48.1
Johnny Wilson,WR,PHI,34.2
Will Dissly,TE,LAC,80.1
Chimere Dike,WR,TEN,33.2
Jordan Watkins,WR,SF,32.8
Kalel Mullings,RB,TEN,45.5
DJ Giddens,RB,IND,44.4
Jaleel McLaughlin,RB,DEN,44.2
JuJu Smith-Schuster,WR,KC,30.1
KhaDarel Hodge,WR,ATL,29.7
Emari Demercado,RB,ARI,42.3
Jarquez Hunter,RB,LA,42
Tyler Higbee,TE,LA,74.9
Tyler Johnson,WR,NYJ,27.9
Emanuel Wilson,RB,GB,40.3
Jake Bobo,WR,SEA,27.4
Derius Davis,WR,LAC,26.6
Noah Gray,TE,KC,72.8
Austin Hooper,TE,NE,71.9
Samaje Perine,RB,CIN,37.9
Ben Skowronek,WR,PIT,24.7
Christian Watson,WR,GB,24.5
Sterling Shepard,WR,TB,23.8
Elijah Arroyo,TE,SEA,70.4
Aaron Rodgers,QB,PIT,208.9
Jonathan Mingo,WR,DAL,22.8
Bub Means,WR,NO,22.4
Lil'Jordan Humphrey,WR,NYG,22.1
Cole Kmet,TE,CHI,67.7
Justin Watson,WR,HOU,21
Tyler Conklin,TE,LAC,67.5
Jeremy McNichols,RB,WAS,32.9
Sincere McCormick,RB,LV,31.9
Ricky White,WR,SEA,18.7
Sean Tucker,RB,TB,31.5
Kyle Monangai,RB,CHI,31.3
Audric Estime,RB,DEN,30.9
Foster Moreau,TE,NO,64.5
Dawson Knox,TE,BUF,64.3
Jacob Cowing,WR,SF,17.5
Trevor Etienne,RB,CAR,30.3
Jamari Thrash,WR,CLE,17.2
Spencer Shrader,K,IND,70.2
Christopher Brooks,RB,GB,30
Michael Mayer,TE,LV,63.5
Konata Mumpfield,WR,LA,16.8
Tommy Mellott,WR,LV,16.7
Khalil Herbert,RB,IND,29.4
Tez Johnson,WR,TB,15.6
Jacory Croskey-Merritt,RB,WAS,28.4
John Metchie,WR,HOU,15.5
Harold Fannin,TE,CLE,62.1
Ashton Dulin,WR,IND,14.8
Phil Mafah,RB,DAL,27.2
Matthew Wright,K,CAR,67
Simi Fehoko,WR,ARI,13.8
Xavier Restrepo,WR,TEN,13.5
Alec Ingold,RB,MIA,26.3
Tylan Wallace,WR,BAL,13.3
Trent Sherfield,WR,DEN,13.2
Scotty Miller,WR,PIT,13
Treylon Burks,WR,TEN,13
Devontez Walker,WR,BAL,12.5
Terrance Ferguson,TE,LA,59
AJ Dillon,RB,PHI,24.9
Tahj Brooks,RB,CIN,24.8
Tyler Badie,RB,DEN,24.8
Xavier Weaver,WR,ARI,11.7
Kaden Prather,WR,BUF,10.8
Michael Carter,RB,ARI,23.6
David Moore,WR,CAR,10.7
Xavier Hutchinson,WR,HOU,10.6
Craig Reynolds,RB,DET,23.1
Tim Jones,WR,MIN,10.2
DeAndre Carter,WR,CLE,10
Maddux Trujillo,K,IND,62.3
Ainias Smith,WR,PHI,9.2
Devin Duvernay,WR,CHI,8.7
Ollie Gordon,RB,MIA,21.5
Tommy Tremble,TE,CAR,55.1
Nikko Remigio,WR,KC,8.3
Cordarrelle Patterson,RB,PIT,20.5
Jalen Brooks,WR,DAL,7.5
Ryan Flournoy,WR,DAL,7.3
Josh Oliver,TE,MIN,53.8
Darnell Washington,TE,PIT,53.8
Parris Campbell,WR,DAL,6.4
Ryan Fitzgerald,K,CAR,59.4
Austin Trammell,WR,JAC,5.9
Dominic Lovett,WR,DET,5.8
Chris Moore,WR,WAS,5.8
Kenny McIntosh,RB,SEA,18.6
LaJohntay Wester,WR,BAL,5.7
D'Wayne Eskridge,WR,MIA,5.7
Jimmy Horn,WR,CAR,5.6
Trey Palmer,WR,TB,5.5
Anders Carlson,K,NYJ,58.1
Terrace Marshall,WR,PHI,4.9
Gunnar Helm,TE,TEN,51.1
Laviska Shenault,WR,BUF,4.2
Mecole Hardman,WR,GB,4
Michael Gallup,WR,WAS,3.3
Brandon Johnson,WR,PIT,3.2
Kendrick Bourne,WR,NE,3.2
Dameon Pierce,RB,HOU,16
Casey Washington,WR,ATL,3.1
Charlie Jones,WR,CIN,3.1
Erik Ezukanma,WR,MIA,3.1
Jase McClellan,RB,ATL,15.9
Ty Chandler,RB,MIN,15.9
Skyy Moore,WR,KC,3
Trenton Irwin,WR,JAC,2.9
Joshua Cephus,WR,JAC,2.9
Kevin Austin,WR,NO,2.9
Ja'Lynn Polk,WR,NE,2.9
LeQuint Allen,RB,JAC,15.7
Hunter Renfrow,WR,CAR,2.8
Anthony Gould,WR,IND,2.8
Rondale Moore,WR,MIN,2.8
Donovan Peoples-Jones,WR,NO,2.7
Junior Bergen,WR,SF,2.7
Bo Melton,WR,GB,2.6
Mason Tipton,WR,NO,2.6
Malik Heath,WR,GB,2.5
Xavier Gipson,WR,NYJ,2.4
Malachi Corley,WR,NYJ,2.4
Isaiah Williams,WR,CIN,2.4
Jha'Quan Jackson,WR,TEN,2.4
K.J. Osborn,WR,WAS,2.4
Tyquan Thornton,WR,KC,2.3
Justyn Ross,WR,KC,2.3
Ihmir Smith-Marsette,WR,NYG,2.3
Tejhaun Palmer,WR,ARI,2.2
Zamir White,RB,LV,14.8
Tyler Goodson,RB,IND,14.8
Jalen Reagor,WR,LAC,1.8
Tahj Washington,WR,MIA,1.7
Bryce Ford-Wheaton,WR,NYG,1.7
Collin Johnson,WR,LV,1.6
Zach Pascal,WR,NYG,1.6
Caden Davis,K,NYJ,54.1
Rasheen Ali,RB,BAL,13.7
C.J. Ham,RB,MIN,13.4
Brenden Rice,WR,LAC,0.5
Ryan Miller,WR,TB,0.4
Patrick Taylor,RB,SF,13.2
Xavier Smith,WR,LA,0.3
Kameron Johnson,WR,TB,0.2
Rakim Jarrett,WR,TB,0.2
Lance McCutcheon,WR,PIT,0
Quez Watkins,WR,ARI,0
Andre Baccellia,WR,ARI,0
K.J. Hamler,WR,BUF,0
Dareke Young,WR,SEA,0
Tyler Scott,WR,CHI,0
Samori Toure,WR,CHI,0
Mitchell Tinsley,WR,CIN,0
Irvin Charles,WR,NYJ,0
David Bell,WR,CLE,0
A.T. Perry,WR,DEN,0
Tom Kennedy,WR,DET,0
Ronnie Bell,WR,DET,0
Nathaniel Dell,WR,HOU,0
D.J. Montgomery,WR,IND,0
Laquon Treadwell,WR,IND,0
Kyle Philips,WR,LV,0
Javon Baker,WR,NE,0
Gunner Olszewski,WR,NYG,0
Steven Sims,WR,SEA,0
Russell Gage,WR,SF,0
Marquez Callaway,WR,TB,0
Colton Dowell,WR,TEN,0
Mike Strachan,WR,WAS,0
Pierre Strong,RB,CLE,12.7
Cam Akers,RB,NO,11.9
Hassan Haskins,RB,LAC,11.8
AJ Barner,TE,SEA,45.4
Drew Sample,TE,CIN,45.3
Patrick Ricard,RB,BAL,10.9
Sione Vaki,RB,DET,10.9
Clyde Edwards-Helaire,RB,NO,9.8
Damien Martinez,RB,SEA,9.8
Travis Homer,RB,CHI,9.6
Dare Ogunbowale,RB,HOU,9.6
Blake Watson,RB,DEN,7.5
Chris Rodriguez,RB,WAS,7.5
Tre Stewart,RB,MIN,7.4
Julian Hill,TE,MIA,40.8
Ronnie Rivers,RB,LA,7
Velus Jones,RB,NO,6.5
Julius Chestnut,RB,TEN,6.5
Carlos Washington Jr.,RB,ATL,5.8
Carson Steele,RB,KC,5.5
Cade Stover,TE,HOU,39.2
Deuce Vaughn,RB,DAL,5.4
Brock Wright,TE,DET,38.5
Raheem Blackshear,RB,CAR,4.3
Eric Gray,RB,NYG,4.2
Elijah Higgins,TE,ARI,37.9
DeeJay Dallas,RB,ARI,4
Luke Musgrave,TE,GB,37.7
Darrynton Evans,RB,BUF,3.2
Cody Schrader,RB,LA,3.1
DJ Williams,RB,TB,3.1
Kene Nwangwu,RB,NYJ,2.9
Grant Calcaterra,TE,PHI,36.6
Kimani Vidal,RB,LAC,2.3
Keilan Robinson,RB,JAC,1.4
Avery Williams,RB,PHI,1.4
Luke Schoonmaker,TE,DAL,34.7
John Bates,TE,WAS,34.1
Salvon Ahmed,RB,IND,0
Troy Hairston,RB,CLE,0
Malik Davis,RB,DAL,0
British Brooks,RB,HOU,0
Jawhar Jordan,RB,HOU,0
Keaontay Ingram,RB,KC,0
Jaret Patterson,RB,LAC,0
Dylan Laube,RB,LV,0
Terrell Jennings,RB,NE,0
Jordan Mims,RB,NO,0
Xazavian Valladay,RB,NO,0
Dante Miller,RB,NYG,0
Zach Evans,RB,NYJ,0
Lew Nichols,RB,PHI,0
Aaron Shampklin,RB,PIT,0
Evan Hull,RB,PIT,0
Jonathan Ward,RB,PIT,0
George Holani,RB,SEA,0
Israel Abanikanda,RB,SF,0
Jabari Small,RB,TEN,0
Jonathon Brooks,RB,CAR,0
Oronde Gadsden,TE,LAC,33.6
Jeremy Ruckert,TE,NYJ,33.5
Josh Whyle,TE,TEN,32.2
Tyler Shough,QB,NO,168.8
Johnny Mundt,TE,JAC,29.8
Stone Smartt,TE,NYJ,27.9
Tip Reiman,TE,ARI,26.9
Tanner Hudson,TE,CIN,26.7
Ben Sinnott,TE,WAS,24.5
Charlie Woerner,TE,ATL,23.6
Pharaoh Brown,TE,MIA,23
Connor Heyward,TE,PIT,22.8
Payne Durham,TE,TB,21.9
Colby Parkinson,TE,LA,21.4
Andrew Ogletree,TE,IND,21.3
Mo Alie-Cox,TE,IND,20.8
Brevyn Spann-Ford,TE,DAL,19
Nate Adkins,TE,DEN,18.3
Luke Farrell,TE,SF,17.9
Mitchell Evans,TE,CAR,16.9
Daniel Bellinger,TE,NYG,16.7
Charlie Kolar,TE,BAL,16.4
Adam Trautman,TE,DEN,15.8
Brevin Jordan,TE,HOU,14.6
Blake Whiteheart,TE,CLE,13.3
Jared Wiley,TE,KC,12.4
Durham Smythe,TE,CHI,11.8
Jackson Hawes,TE,BUF,9.5
Devin Culp,TE,TB,9.2
Davis Allen,TE,LA,9
Lucas Krull,TE,DEN,8.9
Hunter Long,TE,JAC,8.9
Ian Thomas,TE,LV,8.5
Kenny Yeboah,TE,DET,7.2
Chris Manhertz,TE,NYG,7.1
Dallin Holker,TE,NO,5.5
Greg Dulcich,TE,NYG,5.5
John FitzPatrick,TE,GB,5.4
Ben Sims,TE,GB,5.3
Kylen Granson,TE,PHI,4.8
Shane Zylstra,TE,DET,4.7
Robbie Ouzts,TE,SEA,4.4
Gavin Bartholomew,TE,MIN,4.3
Andrew Beck,TE,NYJ,4.2
Tanner Conner,TE,MIA,4.1
Feleipe Franks,TE,ATL,2.9
Tanner McLachlan,TE,CIN,2.9
Tucker Fisk,TE,LAC,2.9
Colson Yankoff,TE,WAS,2.9
Teagan Quitoriano,TE,ATL,2.8
Brenden Bates,TE,CLE,2.8
Jaheim Bell,TE,NE,2.8
Zach Davidson,TE,BUF,2.7
David Martin-Robinson,TE,TEN,2.6
Irv Smith Jr.,TE,HOU,1.6
Luke Lachey,TE,HOU,1.6
Will Mallory,TE,IND,1.6
Robert Tonyan,TE,KC,1.6
Justin Shorter,TE,LV,1.6
Jack Westover,TE,NE,1.6
Harrison Bryant,TE,PHI,1.6
Ko Kieft,TE,TB,1.6
Brayden Willis,TE,SF,1.6
Jake Tonges,TE,SF,1.6
Jake Briningstool,TE,KC,1.6
James Mitchell,TE,CAR,1.5
Jelani Woods,TE,IND,1.5
Zack Kuntz,TE,NYJ,1.5
Eric Saubert,TE,SEA,0.3
Thomas Odukoya,TE,TEN,0.3
Taysom Hill,TE,NO,0
Erick All,TE,CIN,0
Caleb Lohner,TE,DEN,0
Cameron Latu,TE,PHI,0
Nick Muse,TE,PHI,0
Donald Parham Jr.,TE,PIT,0
Lawrence Cager,TE,WAS,0
Lenny Krieg,K,ATL,3.9
Jonathan Kim,K,CHI,3.7
John Parker Romo,K,NE,0
Greg Zuerlein,K,NYJ,0
Russell Wilson,QB,NYG,126.9
Jaxson Dart,QB,NYG,122.9
Joe Flacco,QB,CLE,66.5
Kenny Pickett,QB,CLE,57.6
Daniel Jones,QB,IND,56.6
Dillon Gabriel,QB,CLE,52.2
Shedeur Sanders,QB,CLE,51.6
Spencer Rattler,QB,NO,45.7
Jalen Milroe,QB,SEA,40.4
Sam Howell,QB,MIN,28
Jake Browning,QB,CIN,25.2
Marcus Mariota,QB,WAS,25.1
Malik Willis,QB,GB,23.6
Joshua Dobbs,QB,NE,22.8
Gardner Minshew II,QB,KC,22.6
Taylor Heinicke,QB,LAC,22.6
Kyle Trask,QB,TB,22
Hendon Hooker,QB,DET,22
Tanner McKee,QB,PHI,21.9
Jimmy Garoppolo,QB,LA,21.8
Jarrett Stidham,QB,DEN,21.5
Mason Rudolph,QB,PIT,21.4
Joe Milton,QB,DAL,21.1
Nick Mullens,QB,JAC,21.1
Mac Jones,QB,SF,20.5
Kirk Cousins,QB,ATL,20.3
Davis Mills,QB,HOU,20.2
Will Levis,QB,TEN,19.8
Jacoby Brissett,QB,ARI,19.5
Tyrod Taylor,QB,NYJ,19.4
Aidan O'Connell,QB,LV,19.4
Andy Dalton,QB,CAR,19.2
Cooper Rush,QB,BAL,19.1
Tyson Bagent,QB,CHI,15.2
Quinn Ewers,QB,MIA,14.1
Jameis Winston,QB,NYG,14
Zach Wilson,QB,MIA,13.2
Mitchell Trubisky,QB,BUF,10.1
Jake Haener,QB,NO,7.2
Case Keenum,QB,CHI,6.9
Will Howard,QB,PIT,6.5
Mike White,QB,BUF,3.3
Tommy DeVito,QB,NYG,0
Adrian Martinez,QB,NYJ,0
Skylar Thompson,QB,PIT,0
Jaren Hall,QB,SEA,0
Kurtis Rourke,QB,SF,0
Josh Johnson,QB,WAS,0
Deshaun Watson,QB,CLE,0
Kyle McCord,QB,PHI,0
Drew Lock,QB,SEA,0
Trey Lance,QB,LAC,0
Dorian Thompson-Robinson,QB,PHI,0
Bailey Zappe,QB,KC,0
Clayton Tune,QB,ARI,0
Easton Stick,QB,ATL,0
Emory Jones,QB,ATL,0
Kyle Allen,QB,DET,0
Riley Leonard,QB,IND,0
Stetson Bennett,QB,LA,0
Cam Miller,QB,LV,0
Derek Carr,QB,NO,0
