name,position,team,projection
Ja'Tavion Sanders,TE,CAR,89.1
Olamide Zaccheaus,WR,CHI,42.6
Jordan James,RB,SF,59.2
Isaiah Davis,RB,NYJ,58.1
Audric Estime,RB,DEN,57.8
Jalin Hyatt,WR,NYG,40.4
Alexander Mattison,RB,MIA,57.4
Aaron Rodgers,QB,PIT,215.1
DJ Giddens,RB,IND,55.3
Jo'quavioius Marks,RB,HOU,55
Noah Fant,TE,SEA,83.1
Antonio Gibson,RB,NE,53.6
JuJu Smith-Schuster,WR,KC,35.9
Kalif Raymond,WR,DET,35.8
Treylon Burks,WR,TEN,35.1
Tyler Johnson,WR,NYJ,34.4
Tyler Higbee,TE,LA,79.6
Elijah Mitchell,RB,KC,51
Devin Singletary,RB,NYG,50.4
Kenneth Gainwell,RB,PIT,50.4
Jordan Watkins,WR,SF,32.9
KeAndre Lambert-Smith,WR,LAC,32.8
Jarquez Hunter,RB,LA,49.8
Noah Gray,TE,KC,76.3
Tyler Conklin,TE,LAC,76.2
Jake Bobo,WR,SEA,30.6
KhaDarel Hodge,WR,ATL,30.5
Keaton Mitchell,RB,BAL,46.8
Terrance Ferguson,TE,LA,75
Cole Kmet,TE,CHI,74.9
Jimmy Horn,WR,CAR,29.1
Johnny Wilson,WR,PHI,29
Christian Watson,WR,GB,29
Harold Fannin,TE,CLE,74.2
Will Dissly,TE,LAC,74
Andres Borregales,K,NE,70.7
Zay Jones,WR,ARI,28.2
Brandon McManus,K,GB,70.3
Elijah Arroyo,TE,SEA,73.3
Michael Woods,WR,CLE,27.7
Tez Johnson,WR,TB,26.7
Emanuel Wilson,RB,GB,43.3
Malachi Corley,WR,NYJ,26.1
Tyler Loop,K,BAL,68.3
Chad Ryland,K,ARI,68.2
Cedrick Wilson,WR,NO,25.6
Ollie Gordon,RB,MIA,42.7
Sean Tucker,RB,TB,41.8
Austin Hooper,TE,NE,69.7
Jacob Cowing,WR,SF,24
Greg Zuerlein,K,NYJ,65.7
Bub Means,WR,NO,23
Samaje Perine,RB,CIN,39.9
Jamari Thrash,WR,CLE,22.7
Kyle Monangai,RB,CHI,39.3
Xavier Gipson,WR,NYJ,22
Kendrick Bourne,WR,NE,21.6
Jonathan Mingo,WR,DAL,21.4
Kyle Juszczyk,RB,SF,38.2
Derius Davis,WR,LAC,21
Khalil Herbert,RB,IND,38.1
Kalel Mullings,RB,TEN,37.9
Emari Demercado,RB,ARI,37.8
Michael Mayer,TE,LV,66
John Metchie,WR,HOU,19.9
Anthony Richardson,QB,IND,196.1
Rondale Moore,WR,MIN,19.3
Ricky White,WR,SEA,19
AJ Dillon,RB,PHI,36.1
Ben Skowronek,WR,PIT,17.7
Trevor Etienne,RB,CAR,34.7
K.J. Osborn,WR,WAS,17.5
Sterling Shepard,WR,TB,17.3
Justin Watson,WR,HOU,17.3
Hunter Renfrow,WR,CAR,17
Tahj Brooks,RB,CIN,34
Dawson Knox,TE,BUF,62
Michael Gallup,WR,WAS,16.4
Sincere McCormick,RB,LV,33.4
Ja'Lynn Polk,WR,NE,15.6
Ryan Flournoy,WR,DAL,15
Dameon Pierce,RB,HOU,31.8
Cam Akers,RB,NO,31.6
Konata Mumpfield,WR,LA,14.4
Damien Martinez,RB,SEA,31.2
Jacory Croskey-Merritt,RB,WAS,31.2
Foster Moreau,TE,NO,59
David Moore,WR,CAR,13.3
Nathaniel Dell,WR,HOU,13.2
Devontez Walker,WR,BAL,12.8
Lil'Jordan Humphrey,WR,NYG,12.8
Javon Baker,WR,NE,12.3
Brandon Johnson,WR,PIT,12
Tommy Mellott,WR,LV,11.9
DeAndre Carter,WR,CLE,11.8
Tylan Wallace,WR,BAL,11.5
Jeremy McNichols,RB,WAS,28.4
Ashton Dulin,WR,IND,11
Scotty Miller,WR,PIT,10.9
Isaiah Williams,WR,CIN,10.8
Gunnar Helm,TE,TEN,56.2
Trent Sherfield,WR,DEN,10.6
Devin Duvernay,WR,CHI,10.5
Dare Ogunbowale,RB,HOU,27.6
Ty Chandler,RB,MIN,27.6
Xavier Weaver,WR,ARI,10.2
Cordarrelle Patterson,RB,PIT,27.2
Jalen Brooks,WR,DAL,10
Russell Gage,WR,SF,9.8
Xavier Hutchinson,WR,HOU,9.5
Terrace Marshall,WR,PHI,9.2
Tim Jones,WR,MIN,9.2
Kaden Prather,WR,BUF,9.2
Parris Campbell,WR,DAL,9
Simi Fehoko,WR,ARI,8.9
Trey Palmer,WR,TB,8.8
Christopher Brooks,RB,GB,25.7
Tyler Badie,RB,DEN,25.7
Bo Melton,WR,GB,8.5
Ainias Smith,WR,PHI,8.3
Charlie Jones,WR,CIN,8
Donovan Peoples-Jones,WR,NO,7.8
Nikko Remigio,WR,KC,7.7
Chris Moore,WR,WAS,7.7
David Bell,WR,CLE,7.5
LaJohntay Wester,WR,BAL,7.4
Jha'Quan Jackson,WR,TEN,7.4
Austin Trammell,WR,JAC,7.3
Tyquan Thornton,WR,KC,7.3
Xavier Restrepo,WR,TEN,7.3
Xavier Smith,WR,LA,7.2
Ihmir Smith-Marsette,WR,NYG,7.2
Phil Mafah,RB,DAL,24.3
Tyler Scott,WR,CHI,6.9
Kyle Philips,WR,LV,6.8
Mecole Hardman,WR,GB,6.4
D'Wayne Eskridge,WR,MIA,6.2
Laviska Shenault,WR,BUF,6
AJ Barner,TE,SEA,51.5
Skyy Moore,WR,KC,5.8
Anthony Gould,WR,IND,5.4
Trenton Irwin,WR,JAC,5.2
Michael Carter,RB,ARI,22.3
Joshua Cephus,WR,JAC,5.1
Erik Ezukanma,WR,MIA,5.1
Kevin Austin,WR,NO,5.1
Jalen Reagor,WR,LAC,5
Malik Heath,WR,GB,4.9
Dominic Lovett,WR,DET,4.9
Mason Tipton,WR,NO,4.9
Junior Bergen,WR,SF,4.9
Tahj Washington,WR,MIA,4.8
Collin Johnson,WR,LV,4.8
Bryce Ford-Wheaton,WR,NYG,4.8
K.J. Hamler,WR,BUF,4.7
Laquon Treadwell,WR,IND,4.7
Brenden Rice,WR,LAC,4.6
Ryan Miller,WR,TB,4.6
D.J. Montgomery,WR,IND,4.5
Dareke Young,WR,SEA,4.5
Kameron Johnson,WR,TB,4.5
Gunner Olszewski,WR,NYG,4.4
Steven Sims,WR,SEA,4.4
Colton Dowell,WR,TEN,4.4
Jonathon Brooks,RB,CAR,21.5
Craig Reynolds,RB,DET,21.5
Casey Washington,WR,ATL,4.3
Alec Ingold,RB,MIA,21.4
Ben Sinnott,TE,WAS,49
Zamir White,RB,LV,20.4
Zach Pascal,WR,NYG,2.8
Samori Toure,WR,CHI,2.7
Irvin Charles,WR,NYJ,2.7
Marquez Callaway,WR,TB,2.7
Rakim Jarrett,WR,TB,2.7
Mike Strachan,WR,WAS,2.7
A.T. Perry,WR,DEN,2.6
Quez Watkins,WR,ARI,2.5
Mitchell Tinsley,WR,CIN,2.5
Lance McCutcheon,WR,PIT,2.5
Luke Musgrave,TE,GB,47.8
Darnell Washington,TE,PIT,47.2
Justyn Ross,WR,KC,0.4
Tejhaun Palmer,WR,ARI,0.3
Tommy Tremble,TE,CAR,45.6
Andre Baccellia,WR,ARI,0
Tom Kennedy,WR,DET,0
Ronnie Bell,WR,DET,0
Kenny McIntosh,RB,SEA,16.2
Oronde Gadsden,TE,LAC,43.5
LeQuint Allen,RB,JAC,14.6
Carson Steele,RB,KC,14.2
Patrick Taylor,RB,SF,13.8
Jase McClellan,RB,ATL,13.1
C.J. Ham,RB,MIN,13.1
Tyler Goodson,RB,IND,12.3
Josh Oliver,TE,MIN,40.6
Sione Vaki,RB,DET,12.2
Chris Rodriguez,RB,WAS,12.1
Kimani Vidal,RB,LAC,11.5
Hassan Haskins,RB,LAC,11.4
Pierre Strong,RB,CLE,11.1
Clyde Edwards-Helaire,RB,NO,11
Luke Schoonmaker,TE,DAL,39.2
Cade Stover,TE,HOU,39
Spencer Shrader,K,IND,35.6
Drew Sample,TE,CIN,38.6
Julius Chestnut,RB,TEN,10.2
Elijah Higgins,TE,ARI,38.4
Patrick Ricard,RB,BAL,9.5
Rasheen Ali,RB,BAL,9.4
Tre Stewart,RB,MIN,9
Matthew Wright,K,CAR,33.8
Grant Calcaterra,TE,PHI,36.4
Deuce Vaughn,RB,DAL,7.9
Velus Jones,RB,NO,7.6
Jordan Mims,RB,NO,7.4
Eric Gray,RB,NYG,7.4
Travis Homer,RB,CHI,7.2
Maddux Trujillo,K,IND,31.9
DeeJay Dallas,RB,ARI,6.5
Brock Wright,TE,DET,34.7
Julian Hill,TE,MIA,34.6
Ronnie Rivers,RB,LA,6.1
Blake Watson,RB,DEN,5.8
Keilan Robinson,RB,JAC,5.6
Tyler Shough,QB,NO,164.7
Dylan Laube,RB,LV,5.5
Aaron Shampklin,RB,PIT,5.4
Ryan Fitzgerald,K,CAR,30.4
Jeremy Ruckert,TE,NYJ,33.4
Israel Abanikanda,RB,SF,4.9
Raheem Blackshear,RB,CAR,4.4
Anders Carlson,K,NYJ,29.3
Cody Schrader,RB,LA,4.1
Carlos Washington Jr.,RB,ATL,4
Evan Hull,RB,PIT,3.7
DJ Williams,RB,TB,3.7
Malik Davis,RB,DAL,3.4
Taysom Hill,TE,NO,31.7
Keaontay Ingram,RB,KC,3.3
Terrell Jennings,RB,NE,3.3
Jabari Small,RB,TEN,3.3
British Brooks,RB,HOU,3.3
Jawhar Jordan,RB,HOU,3.3
Kene Nwangwu,RB,NYJ,3.1
George Holani,RB,SEA,3
Zach Evans,RB,NYJ,2.8
Lew Nichols,RB,PHI,2.7
Salvon Ahmed,RB,IND,2.4
Caden Davis,K,NYJ,27.3
Jaret Patterson,RB,LAC,1.8
Dante Miller,RB,NYG,1.8
Josh Whyle,TE,TEN,30
Darrynton Evans,RB,BUF,1.1
Avery Williams,RB,PHI,0.2
Jonathan Ward,RB,PIT,0
Xazavian Valladay,RB,NO,0
Troy Hairston,RB,CLE,0
Tanner Hudson,TE,CIN,27.8
Colby Parkinson,TE,LA,27.2
Payne Durham,TE,TB,27
Mitchell Evans,TE,CAR,25.6
Charlie Woerner,TE,ATL,25.5
Johnny Mundt,TE,JAC,25.4
Daniel Bellinger,TE,NYG,23.7
Luke Farrell,TE,SF,23.1
John Bates,TE,WAS,22.7
Adam Trautman,TE,DEN,22.4
Mo Alie-Cox,TE,IND,21.8
Kylen Granson,TE,PHI,20.6
Tip Reiman,TE,ARI,20.4
Stone Smartt,TE,NYJ,20.4
Lucas Krull,TE,DEN,19.9
Gavin Bartholomew,TE,MIN,19.2
Brevin Jordan,TE,HOU,19
Connor Heyward,TE,PIT,18.6
Hunter Long,TE,JAC,18.4
Greg Dulcich,TE,NYG,17.6
Brevyn Spann-Ford,TE,DAL,15.6
Jared Wiley,TE,KC,15.1
Pharaoh Brown,TE,MIA,15.1
Charlie Kolar,TE,BAL,15
Nate Adkins,TE,DEN,14.6
Andrew Ogletree,TE,IND,14
Durham Smythe,TE,CHI,13.4
Blake Whiteheart,TE,CLE,11.8
Davis Allen,TE,LA,11.1
Dallin Holker,TE,NO,8.5
Jackson Hawes,TE,BUF,7.6
Kenny Yeboah,TE,DET,7.3
Feleipe Franks,TE,ATL,7.2
Jelani Woods,TE,IND,7.1
Chris Manhertz,TE,NYG,7.1
Devin Culp,TE,TB,7
Jaheim Bell,TE,NE,7
Harrison Bryant,TE,PHI,6.8
Will Mallory,TE,IND,6.7
Ben Sims,TE,GB,6.6
Ian Thomas,TE,LV,6.6
Caleb Lohner,TE,DEN,6.5
Cameron Latu,TE,PHI,6.4
Russell Wilson,QB,NYG,136.4
Robbie Ouzts,TE,SEA,5.5
Tanner Conner,TE,MIA,5.4
Lenny Krieg,K,ATL,1.9
Jonathan Kim,K,CHI,1.7
Irv Smith Jr.,TE,HOU,4.9
Colson Yankoff,TE,WAS,4.8
Tanner McLachlan,TE,CIN,4.8
Justin Shorter,TE,LV,4.5
Shane Zylstra,TE,DET,4.4
Jake Tonges,TE,SF,4.3
Brayden Willis,TE,SF,4.3
Erick All,TE,CIN,4.2
Nick Muse,TE,PHI,4.1
Teagan Quitoriano,TE,ATL,4
John Parker Romo,K,NE,0
Ko Kieft,TE,TB,2.7
John FitzPatrick,TE,GB,2.7
Jack Westover,TE,NE,2.6
Zack Kuntz,TE,NYJ,2.6
Thomas Odukoya,TE,TEN,2.5
Eric Saubert,TE,SEA,2.5
Lawrence Cager,TE,WAS,2.4
Donald Parham Jr.,TE,PIT,2.4
Tucker Fisk,TE,LAC,2.2
Andrew Beck,TE,NYJ,1.8
Brenden Bates,TE,CLE,1.6
David Martin-Robinson,TE,TEN,1.5
Zach Davidson,TE,BUF,1.5
Jake Briningstool,TE,KC,0.3
James Mitchell,TE,CAR,0.3
Robert Tonyan,TE,KC,0.3
Luke Lachey,TE,HOU,0.3
Jaxson Dart,QB,NYG,112.2
Daniel Jones,QB,IND,92.9
Joe Flacco,QB,CLE,79.2
Kenny Pickett,QB,CLE,60.9
Shedeur Sanders,QB,CLE,51.2
Spencer Rattler,QB,NO,50.8
Jalen Milroe,QB,SEA,37.9
Dillon Gabriel,QB,CLE,33.6
Sam Howell,QB,MIN,31.2
Tyrod Taylor,QB,NYJ,31.1
Marcus Mariota,QB,WAS,27.7
Jake Browning,QB,CIN,26.7
Joshua Dobbs,QB,NE,25.3
Kirk Cousins,QB,ATL,24.5
Joe Milton,QB,DAL,24.5
Malik Willis,QB,GB,24.3
Will Levis,QB,TEN,24
Jacoby Brissett,QB,ARI,23.8
Cooper Rush,QB,BAL,23.6
Taylor Heinicke,QB,LAC,23.2
Zach Wilson,QB,MIA,23
Nick Mullens,QB,JAC,22.9
Gardner Minshew II,QB,KC,22.4
Jimmy Garoppolo,QB,LA,22.3
Jarrett Stidham,QB,DEN,22.2
Kyle Trask,QB,TB,22.2
Mac Jones,QB,SF,22.1
Andy Dalton,QB,CAR,21.8
Davis Mills,QB,HOU,21.2
Mason Rudolph,QB,PIT,20.9
Aidan O'Connell,QB,LV,20.8
Hendon Hooker,QB,DET,20.5
Tanner McKee,QB,PHI,19.9
Tyson Bagent,QB,CHI,18.5
Mitchell Trubisky,QB,BUF,15.5
Jameis Winston,QB,NYG,10.9
Quinn Ewers,QB,MIA,10.1
Jake Haener,QB,NO,8.4
Will Howard,QB,PIT,5.4
Deshaun Watson,QB,CLE,5
Case Keenum,QB,CHI,3.8
Riley Leonard,QB,IND,2.3
Drew Lock,QB,SEA,2.1
Mike White,QB,BUF,1.9
Dorian Thompson-Robinson,QB,PHI,1.3
Kyle McCord,QB,PHI,1.1
Trey Lance,QB,LAC,1
Bailey Zappe,QB,KC,0.8
Tommy DeVito,QB,NYG,0
Adrian Martinez,QB,NYJ,0
Skylar Thompson,QB,PIT,0
Jaren Hall,QB,SEA,0
Kurtis Rourke,QB,SF,0
Josh Johnson,QB,WAS,0
Clayton Tune,QB,ARI,0
Easton Stick,QB,ATL,0
Emory Jones,QB,ATL,0
Kyle Allen,QB,DET,0
Stetson Bennett,QB,LA,0
Cam Miller,QB,LV,0
Derek Carr,QB,NO,0
